date,co,no,no2,o3,so2,pm2_5,pm10,nh3
2020-11-24 19:00:00,403.88,0.0,30.16,42.92,3.04,4.48,6.42,8.49
2020-11-24 20:00:00,407.22,0.01,29.13,36.12,3.58,4.61,7.04,9.75
2020-11-24 21:00:00,367.17,0.01,23.99,33.98,3.64,4.67,7.46,10.26
2020-11-24 22:00:00,313.76,0.01,18.85,33.26,3.31,4.75,7.7,10.26
2020-11-24 23:00:00,313.76,0.03,19.02,28.97,3.04,5.21,8.39,11.15
2020-11-25 00:00:00,320.44,0.04,19.54,24.68,2.44,5.5,8.68,12.03
2020-11-25 01:00:00,313.76,0.04,18.51,20.39,2.03,5.85,9.28,14.19
2020-11-25 02:00:00,300.41,0.04,16.62,16.63,1.82,6.34,10.28,15.96
2020-11-25 03:00:00,273.71,0.04,13.88,15.91,1.59,6.76,11.06,15.83
2020-11-25 04:00:00,270.37,0.05,13.2,14.31,1.59,7.25,12.08,16.09
2020-11-25 05:00:00,277.04,0.11,13.37,11.98,1.58,7.69,12.83,16.09
2020-11-25 06:00:00,290.39,0.3,14.4,9.66,1.67,8.02,12.93,15.71
2020-11-25 07:00:00,347.14,1.16,19.54,6.88,2.41,8.15,12.43,14.69
2020-11-25 08:00:00,520.71,9.61,26.05,4.25,3.73,8.85,13.48,14.57
2020-11-25 09:00:00,707.63,23.47,25.02,13.95,5.01,10.01,14.94,15.33
2020-11-25 10:00:00,397.21,6.2,13.71,50.78,3.99,7.81,10.02,8.61
2020-11-25 11:00:00,343.8,3.47,10.03,76.53,3.64,9.67,11.72,8.23
2020-11-25 12:00:00,320.44,1.79,7.2,105.86,3.28,12.38,14.4,8.49
2020-11-25 13:00:00,210.29,0.53,2.1,88.69,1.28,5.77,6.48,2.98
2020-11-25 14:00:00,195.27,0.36,1.46,86.55,0.97,4.63,5.08,1.88
2020-11-25 15:00:00,193.6,0.31,1.39,89.41,0.92,4.53,4.92,1.69
2020-11-25 16:00:00,383.85,4.75,16.97,78.68,2.38,5.82,6.99,5.89
2020-11-25 17:00:00,687.6,10.62,43.18,59.37,4.29,7.72,9.9,10.51
2020-11-25 18:00:00,814.44,8.27,64.43,30.04,5.25,8.29,11.11,13.05
2020-11-25 19:00:00,801.09,2.32,72.66,5.45,5.96,8.28,11.8,15.58
2020-11-25 20:00:00,761.03,4.25,61.01,2.08,6.62,8.33,12.63,16.21
2020-11-25 21:00:00,640.87,3.58,47.98,2.46,6.44,8.07,12.96,15.96
2020-11-25 22:00:00,487.33,1.4,35.3,5.05,5.54,7.49,12.73,15.96
2020-11-25 23:00:00,460.63,2.96,32.56,2.12,5.6,7.66,13.72,19.76
2020-11-26 00:00:00,420.57,2.63,31.19,2.57,4.83,7.35,13.58,22.55
2020-11-26 01:00:00,343.8,0.54,27.08,7.42,3.64,6.75,12.34,23.81
2020-11-26 02:00:00,280.38,0.06,19.71,14.84,2.68,6.3,11.14,22.8
2020-11-26 03:00:00,240.33,0.02,13.71,21.1,2.0,6.14,10.18,20.27
2020-11-26 04:00:00,230.31,0.01,11.14,23.25,1.86,6.38,10.16,19.51
2020-11-26 05:00:00,236.99,0.03,10.54,21.28,1.79,6.77,10.77,19.0
2020-11-26 06:00:00,257.02,0.13,12.17,15.91,1.71,7.25,11.64,17.23
2020-11-26 07:00:00,353.81,2.24,20.39,5.41,2.47,8.23,13.15,15.07
2020-11-26 08:00:00,634.19,21.01,25.02,0.69,4.23,10.09,16.13,15.71
2020-11-26 09:00:00,1041.41,50.07,27.42,5.36,6.14,12.59,19.67,17.73
2020-11-26 10:00:00,433.92,7.71,15.59,42.2,4.23,13.22,16.25,10.01
2020-11-26 11:00:00,397.21,4.08,12.17,76.53,4.65,17.58,20.49,8.49
2020-11-26 12:00:00,357.15,1.55,7.11,118.73,4.59,20.09,22.72,7.16
2020-11-26 13:00:00,220.3,0.31,1.63,105.86,2.65,11.52,12.65,2.85
2020-11-26 14:00:00,190.26,0.22,1.06,95.84,1.89,9.04,9.82,1.93
2020-11-26 15:00:00,185.25,0.2,1.05,94.41,1.83,8.72,9.45,1.85
2020-11-26 16:00:00,290.39,1.79,11.82,80.82,2.62,9.21,10.38,4.5
2020-11-26 17:00:00,494.0,3.44,34.27,49.35,3.76,9.54,11.52,8.49
2020-11-26 18:00:00,647.54,2.26,53.47,17.17,4.53,9.36,12.13,11.53
2020-11-26 19:00:00,747.68,4.25,59.63,2.41,5.6,9.63,13.44,14.31
2020-11-26 20:00:00,727.65,3.8,52.78,2.64,5.96,9.31,13.47,14.31
2020-11-26 21:00:00,527.38,0.49,35.99,13.77,4.83,7.81,11.23,12.03
2020-11-26 22:00:00,347.14,0.01,19.19,29.68,3.31,6.35,8.81,9.5
2020-11-26 23:00:00,320.44,0.01,17.14,30.76,2.95,5.91,8.14,9.25
2020-11-27 00:00:00,320.44,0.01,17.14,30.76,2.53,5.52,7.48,8.74
2020-11-27 01:00:00,350.48,0.03,19.71,23.25,2.38,5.74,8.12,10.77
2020-11-27 02:00:00,393.87,0.06,22.96,14.66,2.33,6.72,10.02,12.92
2020-11-27 03:00:00,407.22,0.08,23.31,11.27,2.0,8.03,12.13,13.05
2020-11-27 04:00:00,417.23,0.09,21.42,10.55,1.82,9.13,13.66,13.68
2020-11-27 05:00:00,423.91,0.16,20.56,9.57,1.8,9.76,14.65,15.2
2020-11-27 06:00:00,453.95,0.59,21.94,6.53,1.94,10.59,15.96,16.47
2020-11-27 07:00:00,547.41,5.31,26.05,1.42,2.83,12.12,18.37,17.48
2020-11-27 08:00:00,781.06,23.02,26.73,0.51,4.35,13.93,21.38,17.73
2020-11-27 09:00:00,1001.36,41.13,25.02,4.69,5.54,15.42,23.46,17.99
2020-11-27 10:00:00,453.95,9.05,15.94,35.41,2.95,10.08,13.15,11.15
2020-11-27 11:00:00,407.22,5.53,13.71,62.23,3.01,10.56,13.26,9.37
2020-11-27 12:00:00,423.91,3.58,13.37,98.71,3.52,14.85,17.5,9.12
2020-11-27 13:00:00,223.64,0.59,2.74,83.69,1.39,6.46,7.13,2.44
2020-11-27 14:00:00,205.28,0.29,1.67,90.12,1.52,8.23,8.77,1.62
2020-11-27 15:00:00,198.6,0.23,1.33,92.98,1.59,9.15,9.69,1.36
2020-11-27 16:00:00,260.35,1.54,7.54,85.83,2.09,9.68,10.54,3.17
2020-11-27 17:00:00,387.19,3.52,21.76,66.52,2.86,10.0,11.54,6.27
2020-11-27 18:00:00,480.65,1.82,38.04,38.62,3.43,10.01,12.27,8.49
2020-11-27 19:00:00,507.36,0.07,44.55,23.96,3.99,10.2,13.07,10.01
2020-11-27 20:00:00,494.0,0.04,39.41,24.32,4.41,9.92,13.11,10.77
2020-11-27 21:00:00,420.57,0.01,29.13,28.61,4.11,8.81,11.74,10.51
2020-11-27 22:00:00,340.46,0.0,20.22,33.62,3.49,7.83,10.28,9.5
2020-11-27 23:00:00,360.49,0.01,21.94,28.97,3.58,7.68,10.25,10.26
2020-11-28 00:00:00,407.22,0.03,26.05,22.71,3.43,7.52,10.41,11.02
2020-11-28 01:00:00,433.92,0.06,27.42,15.56,3.01,7.73,11.4,12.79
2020-11-28 02:00:00,433.92,0.1,26.73,9.92,2.62,8.77,13.58,15.58
2020-11-28 03:00:00,407.22,0.13,23.99,7.96,2.18,10.5,16.32,17.73
2020-11-28 04:00:00,373.84,0.14,20.74,7.42,1.83,11.75,18.05,18.75
2020-11-28 05:00:00,367.17,0.27,19.36,6.08,1.73,12.49,19.09,18.49
2020-11-28 06:00:00,390.53,0.81,20.05,3.8,1.82,12.96,19.75,17.99
2020-11-28 07:00:00,460.63,4.08,22.28,1.3,2.47,13.35,20.38,17.73
2020-11-28 08:00:00,634.19,15.42,24.33,1.11,3.58,13.8,21.25,19.51
2020-11-28 09:00:00,774.38,27.05,22.62,7.6,4.35,14.45,21.85,23.05
2020-11-28 10:00:00,500.68,10.51,17.14,31.83,3.31,14.9,18.99,21.79
2020-11-28 11:00:00,487.33,7.04,16.62,57.94,3.64,17.77,21.31,18.75
2020-11-28 12:00:00,514.03,4.58,16.11,92.98,4.11,20.1,23.22,15.45
2020-11-28 13:00:00,220.3,0.61,2.23,82.25,1.19,5.36,5.95,2.47
2020-11-28 14:00:00,185.25,0.23,1.0,84.4,0.97,5.75,6.12,1.08
2020-11-28 15:00:00,176.91,0.19,0.86,82.25,0.92,5.69,6.03,0.82
2020-11-28 16:00:00,201.94,0.71,3.21,80.82,1.18,6.06,6.57,2.01
2020-11-28 17:00:00,247.0,1.29,8.23,73.67,1.51,6.37,7.19,3.96
2020-11-28 18:00:00,273.71,0.5,13.2,60.8,1.74,6.29,7.34,5.0
2020-11-28 19:00:00,280.38,0.0,14.05,52.93,2.03,6.29,7.53,5.64
2020-11-28 20:00:00,267.03,0.0,12.17,50.78,2.21,6.39,7.75,5.95
2020-11-28 21:00:00,247.0,0.0,9.43,49.35,2.09,6.49,7.84,6.14
2020-11-28 22:00:00,240.33,0.0,8.65,45.06,1.97,6.53,8.01,6.9
2020-11-28 23:00:00,263.69,0.01,10.97,36.12,2.0,6.5,8.35,8.61
2020-11-29 00:00:00,273.71,0.02,12.51,28.61,1.64,6.23,8.3,10.39
2020-11-29 01:00:00,253.68,0.01,10.54,25.03,1.27,5.86,8.09,11.53
2020-11-29 02:00:00,223.64,0.01,7.37,23.6,0.97,5.51,7.82,11.65
2020-11-29 03:00:00,203.61,0.01,5.36,22.89,0.76,5.27,7.64,11.15
2020-11-29 04:00:00,196.93,0.01,4.84,20.74,0.69,5.14,7.68,11.65
2020-11-29 05:00:00,196.93,0.03,5.06,18.06,0.64,5.02,7.71,12.29
2020-11-29 06:00:00,201.94,0.07,6.08,16.09,0.63,4.85,7.64,12.03
2020-11-29 07:00:00,236.99,0.41,10.37,11.8,0.97,4.92,8.0,11.27
2020-11-29 08:00:00,310.42,2.77,16.62,6.35,1.48,5.02,8.36,11.15
2020-11-29 09:00:00,347.14,8.49,13.37,14.13,1.76,4.99,8.27,11.15
2020-11-29 10:00:00,230.31,2.38,4.88,38.62,1.0,3.88,5.52,6.46
2020-11-29 11:00:00,220.3,1.36,3.38,55.08,1.01,4.15,5.48,5.51
2020-11-29 12:00:00,220.3,0.77,2.46,70.1,1.06,4.91,6.14,5.38
2020-11-29 13:00:00,183.58,0.33,1.05,62.23,0.54,2.75,3.38,2.85
2020-11-29 14:00:00,168.56,0.25,0.76,56.51,0.33,1.52,1.86,1.62
2020-11-29 15:00:00,166.89,0.23,0.74,55.08,0.27,1.07,1.31,1.22
2020-11-29 16:00:00,191.93,0.94,2.87,54.36,0.56,1.04,1.38,2.15
2020-11-29 17:00:00,236.99,1.82,7.45,49.35,0.95,1.14,1.68,3.71
2020-11-29 18:00:00,273.71,0.94,13.71,37.55,1.22,1.2,1.93,4.81
2020-11-29 19:00:00,303.75,0.01,17.48,29.33,1.64,1.43,2.45,5.95
2020-11-29 20:00:00,307.08,0.02,17.31,26.11,2.03,1.74,3.14,7.16
2020-11-29 21:00:00,280.38,0.03,14.4,24.68,2.12,1.91,3.61,8.04
2020-11-29 22:00:00,257.02,0.03,12.17,23.25,2.03,1.97,3.86,8.49
2020-11-29 23:00:00,277.04,0.07,14.57,19.31,2.18,2.19,4.39,9.63
2020-11-30 00:00:00,297.07,0.08,16.62,16.81,2.09,2.29,4.66,10.64
2020-11-30 01:00:00,307.08,0.14,17.65,13.05,1.94,2.5,5.49,12.92
2020-11-30 02:00:00,300.41,0.21,17.14,7.87,1.68,3.11,7.26,14.69
2020-11-30 03:00:00,263.69,0.26,13.37,5.99,1.31,3.79,8.46,14.19
2020-11-30 04:00:00,236.99,0.17,9.94,8.67,1.27,4.22,8.45,13.93
2020-11-30 05:00:00,226.97,0.12,8.91,12.34,1.52,4.25,8.06,16.09
2020-11-30 06:00:00,236.99,0.22,10.45,12.34,1.91,4.21,7.99,18.24
2020-11-30 07:00:00,303.75,1.55,16.97,6.62,2.86,4.23,8.09,17.48
2020-11-30 08:00:00,473.98,12.52,21.42,1.27,4.05,4.65,9.01,15.83
2020-11-30 09:00:00,634.19,27.27,18.17,6.17,3.99,5.38,10.26,12.79
2020-11-30 10:00:00,250.34,2.29,5.23,42.2,2.03,3.66,4.9,3.1
2020-11-30 11:00:00,220.3,0.67,2.34,63.66,2.06,4.86,5.93,2.41
2020-11-30 12:00:00,223.64,0.33,1.46,79.39,2.53,6.69,7.84,2.38
2020-11-30 13:00:00,216.96,0.24,1.07,82.97,2.71,6.8,7.75,1.82
2020-11-30 14:00:00,198.6,0.24,1.0,79.39,2.12,5.43,6.13,1.44
2020-11-30 15:00:00,188.59,0.23,1.0,77.96,1.82,5.07,5.7,1.43
2020-11-30 16:00:00,243.66,1.41,5.74,76.53,2.24,6.65,7.62,3.2
2020-11-30 17:00:00,370.5,3.33,18.17,65.09,2.95,8.39,10.0,6.14
2020-11-30 18:00:00,467.3,1.79,32.9,41.13,3.34,8.21,10.43,8.36
2020-11-30 19:00:00,534.06,0.08,42.5,24.32,3.93,8.15,11.06,10.13
2020-11-30 20:00:00,534.06,0.04,41.47,27.18,3.99,9.38,12.66,10.13
2020-11-30 21:00:00,347.14,0.0,20.39,49.35,2.62,9.29,11.73,6.9
2020-11-30 22:00:00,220.3,0.0,4.93,54.36,1.49,4.54,5.65,2.47
2020-11-30 23:00:00,211.95,0.0,3.94,51.5,1.12,3.36,4.28,1.9
2020-12-01 00:00:00,203.61,0.0,3.38,52.21,0.75,2.86,3.64,1.9
2020-12-01 01:00:00,198.6,0.0,2.87,52.93,0.56,2.32,3.04,2.22
2020-12-01 02:00:00,195.27,0.0,2.51,52.21,0.5,2.07,2.84,2.66
2020-12-01 03:00:00,195.27,0.0,2.25,51.5,0.5,2.06,2.9,2.88
2020-12-01 04:00:00,201.94,0.0,2.79,47.21,0.58,2.33,3.57,4.02
2020-12-01 05:00:00,216.96,0.0,4.03,40.77,0.71,2.74,4.5,5.19
2020-12-01 06:00:00,240.33,0.01,6.6,34.69,1.0,3.27,5.57,6.71
2020-12-01 07:00:00,313.76,0.17,14.57,23.6,1.85,4.26,7.24,8.11
2020-12-01 08:00:00,453.95,3.69,26.39,8.23,2.62,5.39,9.11,9.25
2020-12-01 09:00:00,534.06,15.42,22.28,13.77,3.04,6.52,10.8,10.26
2020-12-01 10:00:00,297.07,3.02,7.45,50.07,3.46,7.9,10.0,4.31
2020-12-01 11:00:00,273.71,1.12,3.6,72.96,3.34,10.4,12.26,3.86
2020-12-01 12:00:00,257.02,0.4,1.63,81.54,2.59,11.69,13.43,3.74
2020-12-01 13:00:00,210.29,0.18,0.73,70.1,1.7,9.39,10.6,2.09
2020-12-01 14:00:00,196.93,0.17,0.72,66.52,1.54,7.39,8.3,1.49
2020-12-01 15:00:00,188.59,0.17,0.75,62.23,1.33,5.94,6.65,1.03
2020-12-01 16:00:00,181.91,0.17,0.94,57.22,0.98,4.31,4.86,0.84
2020-12-01 17:00:00,178.58,0.19,1.54,52.21,0.76,3.47,3.95,0.81
2020-12-01 18:00:00,178.58,0.06,2.19,48.64,0.57,3.02,3.5,0.86
2020-12-01 19:00:00,186.92,0.0,3.47,44.7,0.67,2.92,3.53,1.41
2020-12-01 20:00:00,191.93,0.0,4.07,41.13,0.78,2.81,3.54,2.06
2020-12-01 21:00:00,191.93,0.0,4.03,38.62,0.84,2.71,3.46,2.44
2020-12-01 22:00:00,213.62,0.01,6.43,33.62,1.21,2.87,3.86,3.9
2020-12-01 23:00:00,257.02,0.04,10.97,26.46,1.58,3.26,4.72,6.33
2020-12-02 00:00:00,270.37,0.05,12.85,21.99,1.36,3.45,5.12,7.98
2020-12-02 01:00:00,247.0,0.03,10.2,21.82,0.97,3.51,5.27,8.87
2020-12-02 02:00:00,203.61,0.01,5.83,25.03,0.66,3.8,5.53,8.49
2020-12-02 03:00:00,188.59,0.0,3.6,28.61,0.51,4.71,6.45,7.6
2020-12-02 04:00:00,196.93,0.0,3.17,31.11,0.54,5.92,7.78,6.27
2020-12-02 05:00:00,208.62,0.0,3.43,30.76,0.57,6.93,8.98,4.81
2020-12-02 06:00:00,220.3,0.01,4.16,30.04,0.6,7.92,10.15,3.58
2020-12-02 07:00:00,253.68,0.04,7.45,26.82,0.84,8.87,11.35,3.01
2020-12-02 08:00:00,310.42,0.53,13.37,20.92,1.21,9.4,12.18,3.33
2020-12-02 09:00:00,327.11,3.13,10.97,28.25,1.4,9.47,12.28,3.67
2020-12-02 10:00:00,257.02,1.33,4.2,52.93,1.07,8.31,10.25,2.44
2020-12-02 11:00:00,240.33,0.66,2.31,67.23,1.0,7.81,9.45,2.44
2020-12-02 12:00:00,223.64,0.37,1.44,74.39,0.86,7.17,8.57,2.34
2020-12-02 13:00:00,190.26,0.21,0.79,73.67,0.43,4.48,5.11,1.16
2020-12-02 14:00:00,178.58,0.22,0.75,72.24,0.31,3.29,3.64,0.76
2020-12-02 15:00:00,173.57,0.22,0.79,71.53,0.28,2.79,3.06,0.71
2020-12-02 16:00:00,193.6,0.71,2.72,68.67,0.57,2.75,3.11,1.41
2020-12-02 17:00:00,230.31,1.08,6.68,61.51,0.86,2.8,3.31,2.34
2020-12-02 18:00:00,253.68,0.36,10.8,52.21,1.0,2.66,3.3,2.95
2020-12-02 19:00:00,253.68,0.0,11.31,48.64,1.22,2.71,3.55,3.48
2020-12-02 20:00:00,233.65,0.0,8.82,49.35,1.36,2.89,3.96,3.9
2020-12-02 21:00:00,213.62,0.0,6.17,50.07,1.25,2.98,4.14,4.05
2020-12-02 22:00:00,240.33,0.01,9.43,40.77,1.74,3.44,5.23,6.33
2020-12-02 23:00:00,297.07,0.06,15.59,26.82,2.21,4.11,6.83,9.37
2020-12-03 00:00:00,313.76,0.13,18.34,18.6,1.8,4.34,7.55,11.27
2020-12-03 01:00:00,297.07,0.09,16.62,16.45,1.37,4.58,8.07,12.79
2020-12-03 02:00:00,263.69,0.03,12.0,20.74,0.98,5.0,8.3,12.41
2020-12-03 03:00:00,260.35,0.0,8.82,30.04,0.95,5.99,8.74,10.64
2020-12-03 04:00:00,277.04,0.0,7.28,38.62,1.46,7.58,9.82,8.61
2020-12-03 05:00:00,280.38,0.0,6.77,37.91,1.68,8.28,10.41,6.59
2020-12-03 06:00:00,277.04,0.0,6.68,35.76,1.85,8.62,10.63,4.37
2020-12-03 07:00:00,287.06,0.03,9.43,31.11,2.21,8.92,11.02,3.64
2020-12-03 08:00:00,323.77,0.47,14.91,24.32,2.77,8.9,11.15,4.62
2020-12-03 09:00:00,337.12,3.3,12.17,30.76,3.31,8.78,11.01,5.51
2020-12-03 10:00:00,267.03,1.29,4.16,55.08,2.86,7.23,8.5,2.95
2020-12-03 11:00:00,240.33,0.57,2.06,67.95,2.41,7.02,7.95,2.03
2020-12-03 12:00:00,226.97,0.29,1.17,74.39,2.65,7.75,8.56,1.76
2020-12-03 13:00:00,203.61,0.16,0.62,73.67,1.89,6.0,6.47,0.89
2020-12-03 14:00:00,193.6,0.15,0.62,73.67,1.59,5.35,5.71,0.56
2020-12-03 15:00:00,185.25,0.15,0.65,72.96,1.43,4.58,4.86,0.44
2020-12-03 16:00:00,185.25,0.22,1.17,71.53,1.27,4.01,4.37,0.59
2020-12-03 17:00:00,196.93,0.29,2.53,70.1,1.37,4.01,4.51,0.88
2020-12-03 18:00:00,230.31,0.08,4.16,74.39,2.53,5.41,6.02,1.14
2020-12-03 19:00:00,236.99,0.0,4.28,71.53,2.86,5.34,5.95,1.46
2020-12-03 20:00:00,213.62,0.0,3.51,61.51,1.74,3.45,4.03,1.81
2020-12-03 21:00:00,196.93,0.0,2.79,52.93,0.95,2.08,2.68,2.15
2020-12-03 22:00:00,200.27,0.0,2.91,48.64,1.0,1.49,2.09,2.34
2020-12-03 23:00:00,220.3,0.0,4.24,45.42,1.55,1.25,1.84,2.6
2020-12-04 00:00:00,230.31,0.0,5.06,43.63,1.94,1.18,1.7,2.82
2020-12-04 01:00:00,236.99,0.0,5.27,42.2,2.18,1.18,1.63,2.79
2020-12-04 02:00:00,243.66,0.0,5.48,40.41,2.41,1.15,1.54,2.66
2020-12-04 03:00:00,243.66,0.0,5.36,39.34,2.5,1.25,1.63,2.25
2020-12-04 04:00:00,243.66,0.0,5.14,37.55,2.41,1.35,1.76,2.06
2020-12-04 05:00:00,243.66,0.0,5.06,36.12,2.3,1.64,2.12,1.93
2020-12-04 06:00:00,243.66,0.0,5.31,35.41,2.41,2.2,2.76,1.88
2020-12-04 07:00:00,253.68,0.01,7.2,35.05,2.89,3.25,3.89,1.79
2020-12-04 08:00:00,270.37,0.04,10.03,33.26,3.4,4.57,5.25,1.68
2020-12-04 09:00:00,267.03,0.16,9.6,35.41,3.93,5.64,6.26,1.38
2020-12-04 10:00:00,223.64,0.18,5.4,47.92,4.59,6.48,6.88,0.67
2020-12-04 11:00:00,206.95,0.34,3.34,55.08,3.99,5.65,5.97,0.75
2020-12-04 12:00:00,198.6,0.35,2.19,60.08,3.01,5.41,5.71,0.91
2020-12-04 13:00:00,181.91,0.22,1.37,60.8,1.86,3.92,4.12,0.7
2020-12-04 14:00:00,173.57,0.15,1.39,57.94,1.33,2.48,2.62,0.59
2020-12-04 15:00:00,166.89,0.07,1.61,55.08,0.93,1.66,1.78,0.58
2020-12-04 16:00:00,166.89,0.07,2.21,52.21,0.95,1.33,1.47,0.68
2020-12-04 17:00:00,208.62,0.21,4.84,52.21,2.86,1.9,2.08,0.82
2020-12-04 18:00:00,313.76,0.15,10.2,51.5,6.44,3.15,3.37,0.92
2020-12-04 19:00:00,333.79,0.0,11.31,47.21,5.54,2.56,2.87,1.38
2020-12-04 20:00:00,293.73,0.0,9.43,42.56,3.31,1.61,2.07,1.85
2020-12-04 21:00:00,253.68,0.0,7.37,39.34,1.91,1.05,1.62,2.03
2020-12-04 22:00:00,226.97,0.0,5.83,37.91,1.3,0.76,1.38,1.96
2020-12-04 23:00:00,216.96,0.0,5.27,36.12,1.03,0.63,1.24,1.9
2020-12-05 00:00:00,211.95,0.0,4.76,35.05,0.88,0.55,1.05,1.77
2020-12-05 01:00:00,205.28,0.0,3.81,34.33,0.89,0.61,1.03,1.65
2020-12-05 02:00:00,213.62,0.0,3.94,33.62,1.22,0.85,1.24,1.49
2020-12-05 03:00:00,226.97,0.0,4.71,32.54,1.62,1.5,1.93,1.41
2020-12-05 04:00:00,226.97,0.0,4.71,32.19,1.68,2.37,2.86,1.39
2020-12-05 05:00:00,220.3,0.0,4.33,32.54,1.54,2.94,3.44,1.36
2020-12-05 06:00:00,216.96,0.0,4.11,32.9,1.48,2.95,3.42,1.31
2020-12-05 07:00:00,216.96,0.01,4.8,32.9,1.67,3.05,3.58,1.27
2020-12-05 08:00:00,226.97,0.06,6.17,31.47,2.06,4.06,4.75,1.25
2020-12-05 09:00:00,226.97,0.71,5.14,32.9,2.5,5.18,5.94,1.2
2020-12-05 10:00:00,208.62,0.71,2.59,41.13,2.33,4.43,4.91,0.85
2020-12-05 11:00:00,200.27,0.45,1.63,48.64,1.86,3.6,3.95,0.88
2020-12-05 12:00:00,188.59,0.24,0.91,52.93,1.28,2.49,2.73,0.76
2020-12-05 13:00:00,170.23,0.13,0.49,51.5,0.54,1.0,1.12,0.54
2020-12-05 14:00:00,163.56,0.12,0.45,50.78,0.3,0.54,0.62,0.49
2020-12-05 15:00:00,160.22,0.12,0.47,50.78,0.21,0.5,0.57,0.5
2020-12-05 16:00:00,160.22,0.18,0.81,50.07,0.21,0.5,0.59,0.7
2020-12-05 17:00:00,165.22,0.22,1.65,47.92,0.26,0.5,0.63,1.0
2020-12-05 18:00:00,171.9,0.07,2.53,45.06,0.3,0.5,0.66,1.25
2020-12-05 19:00:00,188.59,0.0,4.54,41.49,0.53,0.5,0.87,2.25
2020-12-05 20:00:00,205.28,0.01,6.17,37.19,0.79,0.65,1.36,3.64
2020-12-05 21:00:00,210.29,0.01,6.51,33.98,0.89,0.86,1.84,4.75
2020-12-05 22:00:00,216.96,0.02,7.28,30.04,0.97,1.12,2.37,5.89
2020-12-05 23:00:00,240.33,0.04,9.85,24.68,1.04,1.45,3.1,6.84
2020-12-06 00:00:00,257.02,0.07,11.65,20.21,0.87,1.64,3.53,7.03
2020-12-06 01:00:00,273.71,0.12,13.37,13.95,0.82,2.04,4.63,8.11
2020-12-06 02:00:00,273.71,0.14,13.02,9.74,0.78,2.43,5.72,8.74
2020-12-06 03:00:00,257.02,0.13,11.14,8.76,0.7,2.62,6.34,8.23
2020-12-06 04:00:00,260.35,0.21,10.97,6.53,0.73,3.11,7.59,8.23
2020-12-06 05:00:00,293.73,0.64,13.37,2.68,0.72,4.07,9.54,9.37
2020-12-06 06:00:00,317.1,1.57,14.74,1.61,0.78,4.46,9.82,12.54
2020-12-06 07:00:00,257.02,0.18,11.48,15.38,0.89,3.13,7.11,10.89
2020-12-06 08:00:00,277.04,0.14,12.17,24.32,1.28,4.82,10.74,8.49
2020-12-06 09:00:00,290.39,0.69,11.48,36.48,1.62,6.87,13.76,7.54
2020-12-06 10:00:00,257.02,0.61,7.54,51.5,1.59,6.7,12.28,5.95
2020-12-06 11:00:00,233.65,0.41,6.08,58.65,1.54,5.68,10.24,5.26
2020-12-06 12:00:00,223.64,0.4,5.31,61.51,1.49,4.79,8.56,4.81
2020-12-06 13:00:00,195.27,0.28,3.04,57.22,0.89,2.26,3.96,2.6
2020-12-06 14:00:00,196.93,0.33,2.96,55.08,0.83,1.67,2.91,2.28
2020-12-06 15:00:00,201.94,0.35,3.3,54.36,0.88,1.65,2.87,2.57
2020-12-06 16:00:00,210.29,0.28,4.11,52.21,0.9,1.65,2.87,3.01
2020-12-06 17:00:00,220.3,0.16,5.74,48.64,0.92,1.57,2.72,3.48
2020-12-06 18:00:00,230.31,0.03,7.37,45.78,0.95,1.54,2.68,3.8
2020-12-06 19:00:00,243.66,0.0,8.57,47.92,1.21,2.19,3.84,4.69
2020-12-06 20:00:00,247.0,0.0,8.65,53.64,1.51,3.34,5.95,5.89
2020-12-06 21:00:00,226.97,0.0,6.77,57.94,1.48,3.89,7.02,6.08
2020-12-06 22:00:00,211.95,0.0,5.01,59.37,1.25,3.88,6.8,5.32
2020-12-06 23:00:00,203.61,0.0,4.16,58.65,1.03,3.78,6.49,4.56
2020-12-07 00:00:00,195.27,0.0,3.34,57.22,0.79,3.7,6.33,4.18
2020-12-07 01:00:00,188.59,0.0,2.72,57.22,0.71,3.72,6.55,4.43
2020-12-07 02:00:00,185.25,0.0,2.27,56.51,0.7,3.81,6.88,4.81
2020-12-07 03:00:00,183.58,0.0,1.97,55.79,0.67,3.86,7.01,5.13
2020-12-07 04:00:00,183.58,0.0,1.99,55.08,0.69,3.85,7.09,6.02
2020-12-07 05:00:00,186.92,0.0,2.34,52.93,0.69,3.86,7.17,7.09
2020-12-07 06:00:00,193.6,0.0,3.09,50.07,0.73,3.88,7.14,7.35
2020-12-07 07:00:00,216.96,0.0,5.66,46.49,0.95,3.93,7.02,6.65
2020-12-07 08:00:00,257.02,0.13,9.85,41.13,1.28,3.84,6.68,5.89
2020-12-07 09:00:00,273.71,1.63,8.74,43.27,1.91,3.81,6.3,5.0
2020-12-07 10:00:00,236.99,1.36,3.94,54.36,3.04,4.42,6.07,2.72
2020-12-07 11:00:00,223.64,0.8,2.4,65.09,2.77,5.43,6.68,1.85
2020-12-07 12:00:00,213.62,0.43,1.5,74.39,2.0,6.0,7.03,1.63
2020-12-07 13:00:00,195.27,0.27,0.99,71.53,1.25,4.27,4.95,1.28
2020-12-07 14:00:00,186.92,0.27,1.01,69.38,1.0,3.33,3.88,1.22
2020-12-07 15:00:00,186.92,0.26,1.15,70.81,1.07,3.31,3.9,1.3
2020-12-07 16:00:00,198.6,0.3,1.69,72.24,1.28,3.55,4.19,1.52
