date,co,no,no2,o3,so2,pm2_5,pm10,nh3
2021-07-05 06:00:00,300.41,0.24,7.37,9.66,1.04,2.94,4.73,6.65
2021-07-05 07:00:00,343.8,1.29,12.0,5.45,1.39,2.95,4.51,5.95
2021-07-05 08:00:00,363.83,1.38,15.08,5.9,1.45,3.13,4.41,4.56
2021-07-05 09:00:00,423.91,4.19,16.45,6.53,1.82,4.18,5.92,4.56
2021-07-05 10:00:00,447.27,4.92,14.05,15.74,2.18,5.38,7.39,4.81
2021-07-05 11:00:00,333.79,0.81,5.83,35.76,1.36,3.61,4.45,2.28
2021-07-05 12:00:00,297.07,0.54,3.38,41.13,1.09,2.74,3.35,1.92
2021-07-05 13:00:00,287.06,0.41,2.4,48.64,1.01,2.64,3.18,1.95
2021-07-05 14:00:00,270.37,0.31,1.74,51.5,0.89,2.41,2.83,1.71
2021-07-05 15:00:00,260.35,0.26,1.44,50.07,0.75,2.09,2.42,1.5
2021-07-05 16:00:00,253.68,0.25,1.39,50.07,0.67,1.85,2.14,1.44
2021-07-05 17:00:00,257.02,0.32,1.97,50.07,0.66,1.83,2.1,1.46
2021-07-05 18:00:00,260.35,0.33,2.91,48.64,0.66,1.78,2.06,1.6
2021-07-05 19:00:00,257.02,0.18,3.34,42.92,0.66,1.48,1.78,1.68
2021-07-05 20:00:00,283.72,0.1,7.2,32.9,1.12,1.58,2.24,3.07
2021-07-05 21:00:00,310.42,0.02,10.88,24.32,1.51,2.11,3.29,4.18
2021-07-05 22:00:00,303.75,0.02,10.88,20.92,1.43,2.55,4.04,3.58
2021-07-05 23:00:00,277.04,0.04,8.65,20.21,1.0,2.43,3.9,2.6
2021-07-06 00:00:00,263.69,0.05,7.28,18.77,0.66,1.99,3.26,2.6
2021-07-06 01:00:00,250.34,0.03,5.91,17.88,0.54,1.72,2.9,3.1
2021-07-06 02:00:00,240.33,0.02,4.88,17.17,0.57,1.53,2.78,3.99
2021-07-06 03:00:00,236.99,0.02,4.41,16.09,0.61,1.51,2.94,4.62
2021-07-06 04:00:00,236.99,0.03,4.33,14.84,0.66,1.63,3.32,5.07
2021-07-06 05:00:00,247.0,0.06,5.27,13.05,0.8,1.96,4.0,5.7
2021-07-06 06:00:00,273.71,0.18,7.63,10.55,1.01,2.44,4.83,6.59
2021-07-06 07:00:00,337.12,1.37,13.37,5.1,1.59,3.17,5.96,7.79
2021-07-06 08:00:00,427.25,6.26,17.14,0.98,1.94,3.78,6.78,6.9
2021-07-06 09:00:00,507.36,12.85,16.97,1.14,2.33,4.62,7.97,8.23
2021-07-06 10:00:00,494.0,12.63,14.91,2.79,2.3,4.95,8.59,8.61
2021-07-06 11:00:00,267.03,1.08,5.74,18.77,0.87,1.9,3.02,3.04
2021-07-06 12:00:00,230.31,0.46,3.17,26.46,0.67,1.23,1.85,1.96
2021-07-06 13:00:00,216.96,0.3,2.42,30.76,0.6,0.91,1.34,1.62
2021-07-06 14:00:00,205.28,0.19,1.95,32.19,0.48,0.54,0.8,1.25
2021-07-06 15:00:00,201.94,0.14,1.89,32.19,0.42,0.5,0.68,1.09
2021-07-06 16:00:00,200.27,0.12,2.06,32.19,0.4,0.5,0.66,1.08
2021-07-06 17:00:00,220.3,0.29,4.2,31.11,0.57,0.5,0.7,1.41
2021-07-06 18:00:00,247.0,0.5,6.77,28.97,0.74,0.56,0.87,1.9
2021-07-06 19:00:00,250.34,0.36,7.03,27.54,0.81,0.74,1.15,2.01
2021-07-06 20:00:00,250.34,0.13,7.45,24.68,0.95,0.97,1.56,2.28
2021-07-06 21:00:00,257.02,0.03,7.8,21.64,1.13,1.2,1.98,2.66
2021-07-06 22:00:00,257.02,0.03,7.71,20.03,1.27,1.4,2.31,2.91
2021-07-06 23:00:00,247.0,0.03,6.86,20.03,1.12,1.42,2.33,2.79
2021-07-07 00:00:00,226.97,0.02,5.57,21.1,0.75,1.24,2.01,2.41
2021-07-07 01:00:00,213.62,0.01,4.41,21.82,0.55,1.13,1.81,2.22
2021-07-07 02:00:00,211.95,0.0,3.9,21.99,0.48,1.1,1.71,2.09
2021-07-07 03:00:00,213.62,0.0,3.98,21.28,0.5,1.18,1.76,2.15
2021-07-07 04:00:00,220.3,0.0,4.03,20.56,0.55,1.33,1.88,2.22
2021-07-07 05:00:00,233.65,0.01,4.5,17.7,0.69,1.74,2.49,3.29
2021-07-07 06:00:00,253.68,0.07,5.91,13.41,0.86,2.37,3.44,4.62
2021-07-07 07:00:00,310.42,0.84,11.14,7.15,1.34,3.33,4.73,5.7
2021-07-07 08:00:00,410.56,5.2,16.45,1.43,1.85,3.93,5.49,5.51
2021-07-07 09:00:00,487.33,11.4,15.77,1.38,2.09,3.94,5.61,5.38
2021-07-07 10:00:00,447.27,10.28,13.37,4.43,1.91,3.29,5.02,4.56
2021-07-07 11:00:00,250.34,1.03,5.27,20.74,0.81,0.99,1.51,1.68
2021-07-07 12:00:00,223.64,0.47,3.77,26.11,0.69,0.59,0.96,1.33
2021-07-07 13:00:00,220.3,0.32,3.6,29.33,0.71,0.5,0.82,1.28
2021-07-07 14:00:00,208.62,0.22,3.17,31.11,0.63,0.5,0.76,1.19
2021-07-07 15:00:00,201.94,0.18,2.91,31.83,0.57,0.5,0.72,1.17
2021-07-07 16:00:00,200.27,0.16,3.09,31.47,0.57,0.5,0.71,1.22
2021-07-07 17:00:00,211.95,0.35,4.28,30.76,0.66,0.5,0.73,1.43
2021-07-07 18:00:00,230.31,0.54,6.34,29.33,0.8,0.5,0.77,1.73
2021-07-07 19:00:00,240.33,0.38,7.45,27.54,0.92,0.57,0.89,1.84
2021-07-07 20:00:00,253.68,0.14,8.31,24.68,1.12,0.68,1.06,1.93
2021-07-07 21:00:00,273.71,0.02,9.34,21.46,1.4,0.91,1.43,2.15
2021-07-07 22:00:00,290.39,0.02,9.25,19.13,1.52,1.2,1.83,2.19
2021-07-07 23:00:00,287.06,0.02,8.65,18.77,1.45,1.42,2.02,2.06
2021-07-08 00:00:00,287.06,0.01,8.4,18.95,1.31,1.6,2.16,2.15
2021-07-08 01:00:00,287.06,0.01,8.31,18.77,1.28,1.78,2.39,2.6
2021-07-08 02:00:00,290.39,0.01,8.91,16.81,1.4,1.97,2.76,3.86
2021-07-08 03:00:00,290.39,0.01,9.0,14.13,1.51,2.12,3.05,4.94
2021-07-08 04:00:00,287.06,0.01,8.57,12.16,1.55,2.2,3.13,5.32
2021-07-08 05:00:00,277.04,0.03,8.14,10.37,1.64,2.24,3.17,6.27
2021-07-08 06:00:00,263.69,0.07,7.63,9.84,1.67,2.12,2.96,6.14
2021-07-08 07:00:00,280.38,0.34,9.43,8.67,1.94,2.16,2.99,5.64
2021-07-08 08:00:00,330.45,0.98,13.71,6.53,2.3,2.43,3.28,4.62
2021-07-08 09:00:00,377.18,2.74,14.57,9.48,2.53,2.66,3.54,3.9
2021-07-08 10:00:00,400.54,4.25,13.2,19.13,2.74,2.93,3.86,3.64
2021-07-08 11:00:00,347.14,2.52,9.6,35.41,2.0,2.71,3.44,2.63
2021-07-08 12:00:00,317.1,1.3,7.11,50.07,1.57,2.83,3.41,2.15
2021-07-08 13:00:00,307.08,0.72,5.44,58.65,1.37,3.17,3.67,2.06
2021-07-08 14:00:00,293.73,0.42,4.41,60.08,1.19,3.04,3.46,1.88
2021-07-08 15:00:00,290.39,0.28,4.24,61.51,1.13,2.96,3.35,1.71
2021-07-08 16:00:00,287.06,0.17,4.54,62.94,1.07,3.14,3.55,1.68
2021-07-08 17:00:00,313.76,0.33,7.54,57.94,1.24,3.4,3.88,2.01
2021-07-08 18:00:00,367.17,0.6,12.17,52.93,1.58,3.92,4.56,2.53
2021-07-08 19:00:00,407.22,0.59,15.42,49.35,1.91,4.57,5.4,2.91
2021-07-08 20:00:00,410.56,0.32,16.11,47.21,2.03,4.99,5.95,2.91
2021-07-08 21:00:00,377.18,0.01,13.37,43.99,1.83,4.74,5.65,2.53
2021-07-08 22:00:00,340.46,0.0,10.2,42.2,1.59,4.34,5.14,2.19
2021-07-08 23:00:00,307.08,0.0,8.31,37.91,1.28,4.11,5.02,2.31
2021-07-09 00:00:00,290.39,0.0,7.8,31.83,1.0,4.08,5.1,2.69
2021-07-09 01:00:00,277.04,0.0,6.43,28.61,0.86,4.02,5.02,2.98
2021-07-09 02:00:00,267.03,0.0,4.84,28.97,0.88,3.9,4.81,3.01
2021-07-09 03:00:00,263.69,0.0,3.98,28.97,0.93,3.77,4.6,2.79
2021-07-09 04:00:00,267.03,0.0,3.94,26.82,0.97,3.63,4.43,2.5
2021-07-09 05:00:00,273.71,0.0,4.24,24.68,1.06,3.31,3.93,1.84
2021-07-09 06:00:00,277.04,0.01,4.5,19.85,1.06,3.12,3.68,1.63
2021-07-09 07:00:00,283.72,0.06,5.74,15.2,1.34,3.61,4.18,1.49
2021-07-09 08:00:00,297.07,0.26,8.14,11.27,1.82,4.75,5.36,1.38
2021-07-09 09:00:00,303.75,1.06,8.14,12.34,2.15,6.0,6.63,1.35
2021-07-09 10:00:00,293.73,1.41,6.34,23.6,2.12,7.02,7.66,1.38
2021-07-09 11:00:00,263.69,0.67,3.73,42.2,1.61,6.09,6.59,1.06
2021-07-09 12:00:00,250.34,0.33,2.19,54.36,1.28,4.94,5.36,1.03
2021-07-09 13:00:00,250.34,0.23,1.61,60.8,1.12,4.3,4.7,1.16
2021-07-09 14:00:00,247.0,0.19,1.36,57.22,0.83,3.06,3.39,1.14
2021-07-09 15:00:00,243.66,0.17,1.48,51.5,0.63,2.01,2.27,1.12
2021-07-09 16:00:00,243.66,0.15,1.91,48.64,0.57,1.54,1.78,1.16
2021-07-09 17:00:00,263.69,0.29,3.98,46.49,0.73,1.53,1.82,1.57
2021-07-09 18:00:00,287.06,0.36,6.43,44.35,0.86,1.84,2.23,2.01
2021-07-09 19:00:00,287.06,0.18,6.51,42.2,0.81,2.05,2.51,1.96
2021-07-09 20:00:00,273.71,0.04,5.57,40.05,0.72,2.12,2.6,1.77
2021-07-09 21:00:00,267.03,0.0,4.58,38.27,0.64,1.98,2.43,1.6
2021-07-09 22:00:00,263.69,0.0,4.03,36.12,0.57,1.75,2.16,1.47
2021-07-09 23:00:00,263.69,0.0,4.54,32.54,0.51,1.54,1.99,1.5
2021-07-10 00:00:00,267.03,0.0,5.44,28.61,0.51,1.49,2.0,1.81
2021-07-10 01:00:00,267.03,0.0,5.4,26.46,0.55,1.5,2.05,2.22
2021-07-10 02:00:00,270.37,0.0,5.1,25.03,0.65,1.56,2.1,2.66
2021-07-10 03:00:00,260.35,0.0,4.46,23.6,0.59,1.53,2.06,2.57
2021-07-10 04:00:00,247.0,0.0,3.64,22.35,0.4,1.47,1.94,2.19
2021-07-10 05:00:00,240.33,0.0,3.04,21.28,0.32,1.39,1.8,1.88
2021-07-10 06:00:00,243.66,0.01,3.09,19.49,0.36,1.33,1.74,1.84
2021-07-10 07:00:00,253.68,0.04,4.24,16.63,0.51,1.33,1.83,1.93
2021-07-10 08:00:00,273.71,0.15,6.17,13.59,0.64,1.37,1.91,1.87
2021-07-10 09:00:00,283.72,0.42,6.77,11.8,0.74,1.4,1.95,1.92
2021-07-10 10:00:00,280.38,0.82,5.36,12.88,0.76,1.33,1.87,1.98
2021-07-10 11:00:00,263.69,0.73,3.94,18.24,0.71,1.34,1.82,1.85
2021-07-10 12:00:00,263.69,0.49,3.3,26.46,0.75,1.73,2.14,1.66
2021-07-10 13:00:00,277.04,0.33,2.83,36.84,0.87,2.53,2.88,1.46
2021-07-10 14:00:00,297.07,0.22,2.4,48.64,0.98,3.3,3.58,1.19
2021-07-10 15:00:00,303.75,0.19,2.31,52.93,0.95,3.4,3.65,1.17
2021-07-10 16:00:00,300.41,0.19,2.61,52.21,0.9,3.17,3.43,1.27
2021-07-10 17:00:00,310.42,0.27,4.03,50.78,0.97,3.26,3.55,1.54
2021-07-10 18:00:00,327.11,0.29,5.48,51.5,1.12,3.73,4.07,1.84
2021-07-10 19:00:00,330.45,0.19,5.83,50.78,1.16,3.96,4.34,1.93
2021-07-10 20:00:00,337.12,0.07,7.37,45.42,1.28,3.96,4.52,2.38
2021-07-10 21:00:00,350.48,0.0,8.91,38.27,1.39,3.92,4.7,2.66
2021-07-10 22:00:00,350.48,0.0,8.74,33.26,1.34,3.8,4.71,2.44
2021-07-10 23:00:00,333.79,0.01,7.71,27.18,1.06,3.47,4.49,2.31
2021-07-11 00:00:00,317.1,0.02,6.77,21.1,0.76,3.14,4.21,2.41
2021-07-11 01:00:00,300.41,0.02,5.44,17.17,0.58,2.92,3.99,2.53
2021-07-11 02:00:00,290.39,0.01,4.5,15.2,0.53,2.59,3.67,2.76
2021-07-11 03:00:00,280.38,0.01,3.56,14.13,0.52,2.28,3.33,2.82
2021-07-11 04:00:00,273.71,0.01,2.68,14.13,0.56,2.4,3.33,2.82
2021-07-11 05:00:00,273.71,0.01,2.51,15.38,0.67,2.98,3.77,2.66
2021-07-11 06:00:00,277.04,0.02,3.13,15.56,0.72,3.37,4.09,2.5
2021-07-11 07:00:00,273.71,0.11,5.23,13.59,0.75,3.19,3.91,2.41
2021-07-11 08:00:00,263.69,0.42,7.28,11.62,0.77,2.4,3.14,2.22
2021-07-11 09:00:00,250.34,1.87,5.83,15.2,0.81,1.75,2.54,2.22
2021-07-11 10:00:00,233.65,2.04,4.28,25.75,0.86,1.5,2.31,2.38
2021-07-11 11:00:00,188.59,0.53,1.67,41.84,0.47,0.89,1.28,1.28
2021-07-11 12:00:00,183.58,0.27,1.13,47.92,0.43,0.88,1.17,1.11
2021-07-11 13:00:00,190.26,0.22,1.17,52.21,0.52,1.09,1.37,1.14
2021-07-11 14:00:00,201.94,0.21,1.44,55.08,0.63,1.32,1.56,1.11
2021-07-11 15:00:00,206.95,0.18,1.69,54.36,0.63,1.42,1.64,1.03
2021-07-11 16:00:00,203.61,0.1,1.82,49.35,0.54,1.45,1.63,0.96
2021-07-11 17:00:00,206.95,0.07,2.36,45.42,0.59,1.5,1.66,0.98
2021-07-11 18:00:00,210.29,0.09,2.87,44.7,1.21,1.72,1.88,0.97
2021-07-11 19:00:00,196.93,0.07,2.64,44.7,1.79,1.78,1.98,0.92
2021-07-11 20:00:00,185.25,0.03,2.59,45.42,1.59,1.59,1.86,1.08
2021-07-11 21:00:00,188.59,0.0,3.13,45.06,1.57,1.57,1.99,1.39
2021-07-11 22:00:00,200.27,0.0,4.03,42.56,1.79,1.75,2.32,1.73
2021-07-11 23:00:00,206.95,0.0,4.88,40.41,1.73,1.83,2.51,2.01
2021-07-12 00:00:00,188.59,0.0,4.11,39.34,1.12,1.35,1.94,1.9
2021-07-12 01:00:00,171.9,0.0,2.7,34.33,0.69,0.85,1.26,1.52
2021-07-12 02:00:00,170.23,0.0,1.69,30.4,0.66,0.68,0.94,1.22
2021-07-12 03:00:00,175.24,0.0,1.29,28.97,0.7,0.68,0.9,1.12
2021-07-12 04:00:00,178.58,0.0,1.09,29.33,0.68,0.72,0.92,1.06
2021-07-12 05:00:00,181.91,0.0,1.14,29.68,0.69,0.85,1.05,1.01
2021-07-12 06:00:00,185.25,0.0,1.44,29.33,0.75,1.0,1.21,0.97
2021-07-12 07:00:00,193.6,0.01,2.66,28.25,0.88,1.27,1.53,0.95
2021-07-12 08:00:00,206.95,0.03,4.33,27.54,0.95,1.65,1.96,0.9
2021-07-12 09:00:00,210.29,0.1,4.71,28.25,0.94,1.84,2.16,0.9
2021-07-12 10:00:00,206.95,0.33,3.81,30.76,0.89,1.76,2.07,0.89
2021-07-12 11:00:00,198.6,0.21,2.87,35.05,0.75,1.6,1.86,0.83
2021-07-12 12:00:00,191.93,0.18,2.14,38.27,0.6,1.45,1.67,0.82
2021-07-12 13:00:00,185.25,0.14,1.61,42.92,0.48,1.3,1.48,0.82
2021-07-12 14:00:00,178.58,0.1,1.29,48.64,0.41,1.1,1.26,0.76
2021-07-12 15:00:00,176.91,0.09,1.23,52.21,0.43,1.06,1.22,0.74
2021-07-12 16:00:00,176.91,0.08,1.33,54.36,0.46,1.11,1.24,0.71
2021-07-12 17:00:00,188.59,0.14,2.57,52.93,0.63,1.28,1.44,0.84
2021-07-12 18:00:00,198.6,0.16,3.68,49.35,0.78,1.57,1.78,1.0
2021-07-12 19:00:00,196.93,0.09,3.47,45.78,0.83,1.83,2.09,1.05
2021-07-12 20:00:00,191.93,0.04,3.0,43.63,0.87,1.95,2.25,1.01
2021-07-12 21:00:00,188.59,0.0,3.0,40.41,0.97,1.81,2.13,1.08
2021-07-12 22:00:00,186.92,0.0,3.13,37.19,1.1,1.62,1.97,1.14
2021-07-12 23:00:00,181.91,0.0,2.91,33.98,1.06,1.35,1.66,1.03
2021-07-13 00:00:00,173.57,0.0,2.42,31.47,0.86,1.0,1.2,0.82
2021-07-13 01:00:00,165.22,0.0,1.76,31.83,0.71,0.74,0.88,0.68
2021-07-13 02:00:00,160.22,0.0,1.23,32.9,0.63,0.66,0.78,0.67
2021-07-13 03:00:00,158.55,0.0,1.04,31.83,0.63,0.73,0.88,0.82
2021-07-13 04:00:00,158.55,0.0,1.01,30.4,0.66,0.91,1.11,1.06
2021-07-13 05:00:00,161.89,0.0,1.22,28.97,0.75,1.19,1.46,1.49
2021-07-13 06:00:00,168.56,0.0,1.69,27.54,0.82,1.58,1.89,1.62
2021-07-13 07:00:00,185.25,0.02,3.38,25.75,0.97,2.06,2.44,1.6
2021-07-13 08:00:00,210.29,0.07,5.91,21.99,1.09,2.61,3.04,1.43
2021-07-13 09:00:00,220.3,0.29,6.34,19.49,1.07,2.97,3.38,1.25
2021-07-13 10:00:00,211.95,0.66,4.84,20.21,0.95,2.84,3.2,1.09
2021-07-13 11:00:00,195.27,0.57,3.3,24.32,0.69,1.92,2.2,0.95
2021-07-13 12:00:00,183.58,0.38,2.36,28.61,0.51,1.04,1.27,0.92
2021-07-13 13:00:00,176.91,0.25,1.71,31.47,0.41,0.66,0.84,0.87
2021-07-13 14:00:00,173.57,0.18,1.21,33.98,0.4,0.58,0.72,0.71
2021-07-13 15:00:00,173.57,0.17,0.96,36.84,0.52,0.88,1.01,0.55
2021-07-13 16:00:00,176.91,0.17,0.88,37.91,0.46,0.91,1.02,0.51
2021-07-13 17:00:00,190.26,0.4,2.06,37.55,0.49,0.87,1.04,0.8
2021-07-13 18:00:00,201.94,0.57,3.6,34.69,0.57,0.88,1.14,1.17
2021-07-13 19:00:00,200.27,0.36,4.11,32.19,0.69,0.91,1.24,1.43
2021-07-13 20:00:00,195.27,0.1,3.73,31.11,0.78,0.94,1.32,1.47
2021-07-13 21:00:00,193.6,0.01,3.21,30.04,0.76,1.04,1.4,1.41
2021-07-13 22:00:00,191.93,0.01,3.0,28.25,0.66,1.1,1.42,1.27
2021-07-13 23:00:00,191.93,0.01,2.61,26.82,0.54,1.08,1.33,1.03
2021-07-14 00:00:00,195.27,0.01,2.51,26.11,0.47,1.14,1.38,1.06
2021-07-14 01:00:00,193.6,0.0,2.19,26.46,0.45,1.24,1.52,1.2
2021-07-14 02:00:00,188.59,0.0,1.84,27.18,0.47,1.26,1.55,1.28
2021-07-14 03:00:00,185.25,0.0,1.5,27.9,0.47,1.13,1.4,1.16
2021-07-14 04:00:00,181.91,0.0,1.21,28.97,0.45,0.91,1.13,1.0
2021-07-14 05:00:00,185.25,0.0,1.18,28.97,0.46,0.75,0.95,0.93
2021-07-14 06:00:00,190.26,0.0,1.52,27.54,0.51,0.74,0.96,0.98
2021-07-14 07:00:00,205.28,0.02,3.09,24.32,0.69,0.85,1.15,1.06
2021-07-14 08:00:00,220.3,0.09,5.1,21.99,0.82,0.86,1.25,1.11
2021-07-14 09:00:00,216.96,0.6,4.37,24.32,0.85,0.74,1.13,1.11
2021-07-14 10:00:00,200.27,0.89,2.68,31.47,0.81,0.81,1.15,1.09
2021-07-14 11:00:00,176.91,0.45,1.41,41.49,0.67,0.94,1.16,0.81
2021-07-14 12:00:00,168.56,0.26,0.93,48.64,0.64,1.22,1.39,0.67
2021-07-14 13:00:00,165.22,0.19,0.71,52.93,0.54,1.43,1.58,0.63
2021-07-14 14:00:00,161.89,0.15,0.61,57.22,0.48,1.59,1.72,0.54
2021-07-14 15:00:00,156.88,0.14,0.61,59.37,0.39,1.71,1.84,0.52
2021-07-14 16:00:00,148.54,0.14,0.65,60.08,0.29,1.67,1.83,0.52
2021-07-14 17:00:00,146.87,0.19,0.99,60.8,0.25,1.68,1.88,0.59
2021-07-14 18:00:00,145.2,0.18,1.36,59.37,0.26,1.74,2.01,0.67
2021-07-14 19:00:00,145.2,0.09,1.5,57.94,0.29,1.6,1.9,0.75
2021-07-14 20:00:00,146.87,0.03,1.67,55.08,0.36,1.23,1.52,0.92
2021-07-14 21:00:00,150.2,0.0,1.67,49.35,0.39,0.88,1.14,1.03
2021-07-14 22:00:00,156.88,0.0,1.65,43.63,0.43,0.85,1.08,1.06
2021-07-14 23:00:00,156.88,0.0,1.69,40.77,0.47,0.85,1.07,1.06
2021-07-15 00:00:00,153.54,0.0,1.74,39.34,0.44,0.83,1.03,1.09
2021-07-15 01:00:00,150.2,0.0,1.48,38.62,0.41,0.85,1.05,1.06
2021-07-15 02:00:00,145.2,0.0,1.24,38.27,0.38,0.89,1.12,1.06
2021-07-15 03:00:00,141.86,0.0,1.1,37.55,0.37,0.95,1.21,1.12
2021-07-15 04:00:00,141.86,0.0,1.05,36.84,0.38,0.98,1.27,1.24
2021-07-15 05:00:00,150.2,0.01,1.99,31.11,0.5,1.2,1.89,2.31
2021-07-15 06:00:00,176.91,0.04,4.33,22.89,0.69,1.57,2.87,3.26
2021-07-15 07:00:00,267.03,0.75,12.17,10.91,1.34,2.3,4.47,4.05
2021-07-15 08:00:00,400.54,6.2,17.65,2.39,1.89,2.93,5.74,4.24
2021-07-15 09:00:00,433.92,13.19,13.2,7.78,1.94,2.84,5.46,3.9
2021-07-15 10:00:00,363.83,10.84,10.45,19.85,1.7,2.47,4.55,3.8
2021-07-15 11:00:00,173.57,0.8,1.89,48.64,0.47,0.9,1.26,1.09
2021-07-15 12:00:00,161.89,0.3,0.94,54.36,0.36,0.77,1.0,0.9
2021-07-15 13:00:00,161.89,0.24,0.79,55.08,0.33,0.75,0.94,0.83
2021-07-15 14:00:00,161.89,0.22,0.8,55.08,0.31,0.74,0.91,0.75
2021-07-15 15:00:00,161.89,0.18,0.84,52.93,0.28,0.66,0.8,0.68
2021-07-15 16:00:00,166.89,0.14,0.93,46.49,0.25,0.5,0.61,0.63
2021-07-15 17:00:00,178.58,0.13,1.46,40.41,0.3,0.5,0.6,0.66
2021-07-15 18:00:00,183.58,0.13,1.84,37.91,0.34,0.5,0.62,0.73
2021-07-15 19:00:00,178.58,0.08,1.71,36.84,0.36,0.5,0.64,0.78
2021-07-15 20:00:00,213.62,0.18,6.94,26.11,1.01,0.75,1.46,2.95
2021-07-15 21:00:00,247.0,0.16,10.88,16.45,1.51,1.14,2.48,5.0
2021-07-15 22:00:00,270.37,0.36,13.02,11.18,1.73,1.49,3.33,5.38
2021-07-15 23:00:00,267.03,0.5,13.02,9.21,1.52,1.64,3.62,4.88
2021-07-16 00:00:00,250.34,0.43,11.65,8.67,1.06,1.49,3.25,4.81
2021-07-16 01:00:00,236.99,0.25,10.03,8.67,0.89,1.44,3.15,5.13
2021-07-16 02:00:00,230.31,0.15,8.31,8.4,0.9,1.58,3.39,5.51
2021-07-16 03:00:00,216.96,0.12,6.6,8.4,0.83,1.62,3.46,5.32
2021-07-16 04:00:00,198.6,0.08,4.88,9.66,0.7,1.45,3.06,4.69
2021-07-16 05:00:00,195.27,0.1,4.33,10.55,0.66,1.24,2.59,4.18
2021-07-16 06:00:00,208.62,0.21,5.4,9.57,0.78,1.2,2.51,4.18
2021-07-16 07:00:00,267.03,1.3,10.2,4.87,1.28,1.48,3.02,4.43
2021-07-16 08:00:00,283.72,1.47,12.17,5.28,1.33,1.16,2.37,3.29
2021-07-16 09:00:00,283.72,2.21,12.0,5.23,1.36,1.02,2.19,3.1
2021-07-16 10:00:00,250.34,2.35,8.74,8.85,1.27,0.89,1.95,2.95
2021-07-16 11:00:00,191.93,0.41,4.2,23.25,0.66,0.5,0.96,1.47
2021-07-16 12:00:00,186.92,0.18,3.21,27.9,0.58,0.5,0.83,1.12
2021-07-16 13:00:00,195.27,0.17,3.47,29.68,0.71,0.5,0.81,1.09
2021-07-16 14:00:00,211.95,0.42,3.77,33.98,0.98,0.65,0.96,1.09
2021-07-16 15:00:00,226.97,0.4,4.16,41.49,1.55,1.22,1.53,0.97
2021-07-16 16:00:00,240.33,0.26,4.33,47.92,2.5,1.97,2.22,0.74
2021-07-16 17:00:00,247.0,0.33,4.5,52.93,3.25,2.78,3.01,0.75
2021-07-16 18:00:00,250.34,0.35,4.8,57.22,3.87,4.08,4.33,0.86
2021-07-16 19:00:00,250.34,0.23,4.84,57.22,4.59,5.28,5.59,0.93
2021-07-16 20:00:00,257.02,0.06,5.36,52.93,4.89,5.9,6.3,1.09
2021-07-16 21:00:00,267.03,0.0,6.43,47.21,4.77,6.2,6.73,1.41
2021-07-16 22:00:00,280.38,0.0,7.37,41.49,4.47,6.4,7.07,1.81
2021-07-16 23:00:00,283.72,0.0,7.97,37.19,3.99,6.54,7.27,2.0
2021-07-17 00:00:00,277.04,0.0,7.71,33.26,3.25,6.49,7.16,2.03
2021-07-17 01:00:00,267.03,0.0,6.17,31.11,2.35,6.03,6.58,2.03
2021-07-17 02:00:00,253.68,0.0,4.58,30.04,1.59,4.85,5.34,2.25
2021-07-17 03:00:00,250.34,0.0,4.07,26.82,1.3,4.17,4.69,2.47
2021-07-17 04:00:00,250.34,0.0,4.37,22.89,1.43,4.49,5.07,2.63
2021-07-17 05:00:00,250.34,0.01,4.58,18.77,1.54,4.5,5.1,2.82
2021-07-17 06:00:00,247.0,0.03,4.88,14.66,1.3,3.82,4.47,3.04
2021-07-17 07:00:00,270.37,0.36,7.63,9.48,1.25,3.18,4.01,3.17
2021-07-17 08:00:00,317.1,1.68,11.48,4.34,1.28,3.16,4.35,2.98
2021-07-17 09:00:00,333.79,3.27,11.14,5.28,1.25,3.73,5.18,2.79
2021-07-17 10:00:00,310.42,3.05,8.74,13.05,1.19,4.34,5.7,2.79
2021-07-17 11:00:00,230.31,0.27,3.94,36.48,1.21,4.55,5.14,1.12
2021-07-17 12:00:00,206.95,0.12,2.79,43.63,1.16,4.11,4.65,0.97
2021-07-17 13:00:00,196.93,0.1,2.51,46.49,1.03,3.57,4.13,1.06
2021-07-17 14:00:00,185.25,0.11,2.25,50.78,0.86,3.16,3.8,1.01
2021-07-17 15:00:00,173.57,0.13,1.8,55.08,0.66,2.92,3.65,0.95
2021-07-17 16:00:00,173.57,0.13,1.44,57.22,0.53,2.7,3.37,0.9
2021-07-17 17:00:00,226.97,0.71,6.26,52.21,0.75,2.81,3.53,2.31
2021-07-17 18:00:00,290.39,1.06,12.68,42.2,1.01,3.31,4.29,3.93
2021-07-17 19:00:00,300.41,0.43,14.05,34.69,1.19,3.88,5.08,4.24
2021-07-17 20:00:00,293.73,0.12,12.0,33.62,1.37,4.33,5.67,4.37
2021-07-17 21:00:00,307.08,0.01,11.31,33.26,1.49,4.52,5.91,4.24
2021-07-17 22:00:00,353.81,0.0,13.54,30.04,1.79,4.84,6.35,4.43
2021-07-17 23:00:00,390.53,0.01,15.25,25.75,1.85,4.91,6.59,4.62
2021-07-18 00:00:00,377.18,0.02,14.05,20.74,1.4,4.36,6.11,4.37
2021-07-18 01:00:00,307.08,0.01,9.94,19.31,0.89,3.27,4.82,3.52
2021-07-18 02:00:00,243.66,0.01,6.0,18.95,0.55,2.57,3.89,2.82
2021-07-18 03:00:00,201.94,0.01,3.56,19.67,0.4,2.42,3.56,2.5
